29.73753200	11 0a cf 05 00 ff 00
29.84914800	11 0a cb 05 00 ff 00
29.89215600	14 00 00 00 00 00 00
29.96081040	11 0a c7 05 00 ff 00
30.07247600	11 0a c3 05 00 ff 00
30.18322480	11 0a bf 05 00 ff 00
30.29489600	11 0a bc 05 00 ff 00
30.40464480	11 0a b7 05 00 ff 00
30.51550480	11 0a b3 05 00 ff 00
30.62702160	11 0a ae 05 00 ff 00
30.73488800	11 0a d4 05 00 ff 00
30.80287520	13 00 00 00 00 00 00
30.85419120	14 00 00 00 00 00 00
31.01459760	11 0a d4 04 00 ff 00
31.07938000	13 00 00 00 00 00 00
31.40488800	11 0a d4 04 00 ff 00
31.51648560	11 0a d1 04 00 ff 00
31.62719280	11 0a ce 04 00 ff 00
31.73796000	11 0a c9 04 00 ff 00
31.81437120	14 00 00 00 00 00 00
31.84766240	11 0a c6 04 00 ff 00
31.95837360	11 0a c2 04 00 ff 00
32.07004880	11 0a d4 04 00 ff 00
32.18169840	11 0a d0 04 00 ff 00
32.29063760	11 0a cc 04 00 ff 00
32.40126800	11 0a d4 04 00 ff 00
32.51023200	11 0a d0 04 00 ff 00
32.62167760	11 0a cd 04 00 ff 00
32.73352720	11 0a c9 04 00 ff 00
32.77548000	14 00 00 00 00 00 00
32.84313520	11 0a c5 04 00 ff 00
32.95288560	11 0a c1 04 00 ff 00
33.06451760	11 0a be 04 00 ff 00
33.17536720	11 0a ba 04 00 ff 00
33.22800720	13 00 00 00 00 00 00
33.39768320	11 0a 9e 03 00 ff 00
33.50772320	11 0a 9d 03 00 ff 00
33.61812240	11 0a 9b 03 00 ff 00
33.72973440	11 0a 98 03 00 ff 00
33.73845920	14 00 00 00 00 00 00
33.83966640	11 0a 95 03 00 ff 00
33.95028400	11 0a 92 03 00 ff 00
34.06283280	11 0a 90 03 00 ff 00
34.17448560	11 0a 8c 03 00 ff 00
34.28519520	11 0a 89 03 00 ff 00
34.39514000	11 0a 86 03 00 ff 00
34.50598880	11 0a 82 03 00 ff 00
34.61548080	11 0a 9c 03 00 ff 00
34.70137760	14 00 00 00 00 00 00
34.72708320	11 0a 99 03 00 ff 00
34.83783120	11 0a 97 03 00 ff 00
34.94855440	11 0a 94 03 00 ff 00
35.06023760	11 0a 91 03 00 ff 00
35.17184160	11 0a 8e 03 00 ff 00
35.28254480	11 0a 8b 03 00 ff 00
35.38858400	11 0a 88 03 00 ff 00
35.49837440	11 0a 85 03 00 ff 00
35.60991840	11 0a 81 03 00 ff 00
35.65775840	14 00 00 00 00 00 00
35.71886320	11 0a 9d 03 00 ff 00
35.83040400	11 0a 9b 03 00 ff 00
35.94023920	11 0a 98 03 00 ff 00
36.05088640	11 0a 95 03 00 ff 00
36.16252720	11 0a 93 03 00 ff 00
36.27416640	11 0a 90 03 00 ff 00
36.38491440	11 0a 8c 03 00 ff 00
36.49563760	11 0a 89 03 00 ff 00
36.60558720	11 0a 86 03 00 ff 00
36.61403440	14 00 00 00 00 00 00
36.71797120	11 0a 82 03 00 ff 00
36.82962560	11 0a 7f 03 00 ff 00
36.94133520	11 0a 7c 03 00 ff 00
37.05109200	11 0a 77 03 00 ff 00
37.16276400	11 0a 73 03 00 ff 00
37.27438160	11 0a 6f 03 00 ff 00
37.38604400	11 0a 6a 03 00 ff 00
37.49707840	11 0a 65 03 00 ff 00
37.57321920	14 00 00 00 00 00 00
37.58179440	13 00 00 00 00 00 00
38.52901360	14 00 00 00 00 00 00
38.53904800	14 00 00 00 00 00 00
39.49060800	14 00 00 00 00 00 00
39.49912560	14 00 00 00 00 00 00
40.45169040	14 00 00 00 00 00 00
40.46020240	14 00 00 00 00 00 00
41.41380560	14 00 00 00 00 00 00
41.42225120	14 00 00 00 00 00 00
41.50666480	f3 00 00 00 00 00 00
41.60280720	13 00 00 00 00 00 00
42.56274320	14 00 00 00 00 00 00
43.52476640	14 00 00 00 00 00 00
44.48202160	14 00 00 00 00 00 00
45.44118480	14 00 00 00 00 00 00
46.39653760	14 00 00 00 00 00 00
47.35717200	14 00 00 00 00 00 00
48.31495440	14 00 00 00 00 00 00
49.27541680	14 00 00 00 00 00 00
50.23428480	14 00 00 00 00 00 00
